detail_list,mark
hana cell bendo,__label__positive
"Giant Mega Bekasi Hypermall, Jl. A.Yani, RT.004/RW.001, Margajaya(Erafone Lantai 1 (erafone 3) samping sport station / samping service center samsung)",__label__positive
"Konter : signal cell
No, Jl. Citra Kebun Mas No.5800, Kondangjaya, Kec. Karawang Tim., Kabupaten Karawang, Jawa Barat 41371(konter signal cell depan bidan nunung nurhayati)",__label__positive
"Komp. Bandung Timur Regency, Jl. BTR VII No.13, Ujungberung, Bandung (Jalam masuk lewat Mall Ubertos Ujungberung )",__label__positive
"Ruko Plaza delumina blok A No 23 Aerospeed kota JAKARTA BARAT, CENGKARENG, DKI JAKARTA 11750",__label__positive
kandilo plaza lantai dasar salon amel,__label__positive
"Jl. ir soekarno dusun 2 madegondo,grogol,sukoharjo,jawa tengah. kode pos (57552)(The park mall lantai GF, di depan Charles&Keith)",__label__positive
Jalan Tountemboan No.22 (Depan Kantor Pos Lama) Warung Elti Cell ada Pertamini. Kelurahan Ranotana Weru Kode Pos 95118(-),__label__positive
"Link Jombang kali RT 3 RW 9 Desa Masigit kecamatan Jombang(Belakang mayofield mall Cilegon, gang sragen.)",__label__positive
"barat kantor desa sidomulyo ruko ke2 Fortune Cell Comp2
",__label__positive
jln.sumber Wadung 303 conter Ar Cell Sempu barat minimarket safira(ar cell),__label__positive
RUKO ITC Roxy mas(blok C3 no 10),__label__positive
"konter sani cell samping gedung serba guna ,talang ubi, kab.penukal abab lematang ilir. sumatera selatan, ID 31211(konter sani cell samping gedung serba guna ,talang ubi, kab.penukal abab lematang ilir. sumatera selatan, ID 31211)",__label__positive
"SD pasarejo 2 ketimur pom mini
(Rara Cell gudang hp
)",__label__positive
kuwayuhan rt2 rw5 pejagaoan barat JNE kuwayuhan depan RSC Farah cell rumah warna biru ada warung,__label__positive
jln sutaatmaja panglejar 3 Subang no.51(konter putih cell ),__label__positive
"Kenteng Rt 03 rw 04 bakalan polokarto Sukoharjo (Rafa Cell 2
Kentheng Rt03 Rw04, Pondok, Bakalan, Kec. Polokarto, Kabupaten Sukoharjo, Jawa Tengah 57555
0878-3606-1249

https://maps.google.com/?cid=6541471236570948340)",__label__positive
"Jalan Husein Sastranegara No.125 RT 1/RW 1(Erafone RawaBokor,Deket Indomaret Bening)",__label__positive
libureng desa selli kec Bengo kab Bone (Mitra mandiri Cell ),__label__positive
"Jalan Kapten Japa No.10, Blahbatuh, Gianyar(Toko handphone cthoz corner)",__label__positive
"apartemen istana harmoni unit 22B 
d/a kompleks harmoni plaza
jalan suryopranoto no.2 
(jalan sekolah) 
kel.petojo utara
kec.gambir
jakarta pusat 10350
",__label__positive
Jl.Sultan Iskandar muda nomer 100B-C samping MR.braid &seberang mall Gandaria city(Rt 7/RW 4(Samping Mr.braid & seberang mall Gandaria city),__label__positive
Jl jenderal sudirman no 1 babakan(TangCity mall lantai LG Blok A n0 50c-51c (AV store)),__label__positive
"Watchout-Triset Q mall - Lt.GF no 43-44 jl.Ahmad Yani km 36,8 Banjarbaru, KOTA BANJARBARU, BANJAR BARU UTARA, KALIMANTAN SELATAN, ID, 70714",__label__positive
Teuku Umar Barat  Bakmi GM Mall Level 21 Lantai UG,__label__positive
Jl. Raya kampung baru(Jl. Sungai belanak ( SAHABAT PHONE )),__label__positive
Ruko ITC Roxy Mas Blok C3 No.10,__label__positive
Desa sliyeg lor gang SD samping konter mpung Cell Rt018/rw005,__label__positive
"emiloa hotel komplek palembng indah mall 
jl. letkol iskandar no 18 24 ilir kec bukit kecil kota palembang sumatra selatan 30113",__label__positive
"toko queen cell samping minimarket plamboyan,
jln.lintas timur",__label__positive
"jalan amil mena, depan mall WTC matahari gang masjid al muttaqin  (rt 001 rw 001 no 17)",__label__positive
"Jl. Gang haji Ibong RT 002/ RW 009. Kode pos 17151
Kontrakan bapak Suwandi.
No rumah 86, kontrakan no. 2
patokan Mirza Cell ",__label__positive
JL BESAR DELITUA NO 45-46 TOKO PONSEL MEI MEI PLAZA HP DEPAN UD.TERPIMPIN(PONSEL MEI MEI PLAZA HP DEPAN UD TERPIMPIN),__label__positive
"dusun cukanggaleuh, desa sindangsari, kecamatan kutawaluya
rt 05 rw 018(depan dea cell ada gang masuk kedalam.rumah  biru pojok)",__label__positive
"Rizki Cell Jl. Aria Wiratanudatar, Sukataris, Karang tengah(Rizki Cell)",__label__positive
Jl. Gatot subroto no. 289 Trans studio mall Lt. 1 Tenant orca (Shita)(Trans studio mall Lt. 1 Tenant orca (Shita)),__label__positive
"Konter RIA CELL ,rt03/04 sumampir",__label__positive
Jalan risal blok e1 no 3 bph plaza,__label__positive
"Kp rawa tutut rt/rw 15/06 desa karoya (Pian Cell gerbang biru,  samping sekolahan MI)",__label__positive
Kp. cikaroya rt 20 rw 04 kontrakan ratu cell no 17,__label__positive
"Alda Cell, Rt.02 Rw.03, tg.uma pasar(Toko Alda Cell lewat pelantar puskesmas )",__label__positive
Nizar cell selatan SDN Talelah 2,__label__positive
jl lingkar cibuntu RT 002 rw 001 Cibitung Bekasi(kontrakan valinca Cell no 15 an ),__label__positive
"PT ADIRA FINANCE CAB BANJAR, JL MAYJEND DIDI KARTASASMITA KOMP VICTORIA PLAZA BLOK B NO 3.5.6 KOTA BANJAR 
(depan pom bensin terminal
)",__label__positive
jalan prof Dr Hamka no 11A tambak aji ngaliyan kota Semarang Jawa tengah(samping konter panser Cell gerbang biru),__label__positive
Jl. P. Diponegoro rt. 01 rw. 01 desa kauman juwana(Masuk gang kecil sebelah selatan juwana phone ( utara masjid besar juwana) ),__label__positive
"Jl. Untung suropati, depan mall lurus mentok belok kiri rumah cat cream tanpa pagar. rumah no.3B",__label__positive
"bk 8,desa tawang rejo, gentongan,rumah ke 3 setelah gendown cell (rumah ke 3 setelah gendown cell )",__label__positive
"Jalan raya babelan depan pelelangan sayur mutiara phone cell rt001/001.babelan kota(babelan kota)jawa barat,kab.bekasi babelan",__label__positive
jl. raya pasar babelan depan perlelangan sayur rt001/001 no180 mutiara phone cell,__label__positive
jl phh mustofa no 110(jl phh mustofa no 110 (desri mobile)),__label__positive
"Toko Net Cellindo, Komplek PS Mall ruko R36 (depan barong cafe) kode pos: 30136",__label__positive
"Palopo samping opzal plaza Senayan
",__label__positive
"Make Up For Ever, plaza senayan lt.2, jalan asia afrika, RT 1/RW 3, gelora, tanah abang, jakarta pusat,DKI jakarta, 10210(Butik make up fotever lantai 2)",__label__positive
salon Yopie lantai dua mall boemi Kedaton Bandarlampung(mall boemi kedaton salon Yopie lantai dua ),__label__positive
Mall Plaza Ekalokasari Bogor (Toko Alexis Lantai UG),__label__positive
"UFO Electronics & Furniture, Cokroaminoto Street, Pemecutan Kaja, Denpasar City(Jl cokroaminoto 65A denpasar timur (ufo elektronik) masuk ke basemant/parkiran )",__label__positive
Jl. Gatot Subroto No. 289(Trans Studio Mall Lt. 1 Tenant Orca),__label__positive
royal Plaza surabaya jln ahmd yani(informasi royal plaza),__label__positive
"Plaza Kalibata, Daerah Khusus I, Plaza Kalibata, RT.3/RW.2, Rawajati, South Jakarta City, Jakarta(Plaza Kalibata(mall kalibata) toko Sepatu BATA lt. Dasar)",__label__positive
jalan raya Babelan depan pelelangan sayur mutiara phone cell rt001/rw001.,__label__positive
"OPTIK MELAWAI, MALL OLYMPIC GARDEN (MOG) GF 8-11 Klojen- Kota Malang(Lobi Utama MOG)",__label__positive
"Galaxy cell pedan(galaxy cell pedan, timur lapangan pedan, sobayan, pedan, klaten)",__label__positive
Sunrise Mall jl. Benteng pancasila no. 9 depan pintu masuk pas,__label__positive
"jalan taman daan mogot 1 no 7 cleanup carwash (cucian mobil cleanup belakang mall citrland, )",__label__positive
jl Sidomulyo 3(my Cell ( konter pulsa)),__label__positive
the Body Shop Trans Studio Mall Makassar,__label__positive
jln mannuruki raya no 11(Konter indo phone Cell ),__label__positive
"moh. thayeb m gobel, mesjid ke 3 kalau dari arah simpang 5. depan toko handphone gorontalonesia. Kios Ola",__label__positive
"Nikita Salon
jl. HZ Mustofa 326
Ruko Asia Plaza B-19
Tasikmalaya 46126
",__label__positive
summarecon mall bekasi(jl. bulevard ahmad yani blok m (Lantai GF Nyala Ocbc nisp)),__label__positive
"Apartment GP Plaza, Gelora 2, RT.1/RW.1(lt.2307)",__label__positive
"gedung ITC kebon kelapa lantai 2 blok A6 no 10,11 bening mobile
",__label__positive
Belakang Toko CELLO CELL (Deket masjid Baitul amal terara),__label__positive
jalan Ahmad Yani gang Hasanah no 23 samping Suzuya plaza (samping Suzuya plaza),__label__positive
padat karya pinang seribu jalan air terjun rt 13 no 65 (depan qila cell samping gang syahrini pas pencucian motor madan),__label__positive
jl.lintas provinsi kalsel kaltim km 428 rt005 rw001 desa sengayam(ELBUB CELL SENGAYAM),__label__positive
DITA CELL GANDUL ,__label__positive
"jln sudirman mall international plaza ,atrium tengah ,konter vera cell
",__label__positive
jl. pondok ungu permai gg7 no.30 ( sinar mutiara cell ?(sebrang toko baju lemone),__label__positive
jl.kapten muslim plaza millenium toko new cahaya ponsel,__label__positive
"konter hp guslin cell a.n. farida hikmawati
",__label__positive
"Jl. pluit karang ayu B1 utara 
baywalk mall offis (GHP) depan loading C LGM(dekat loading C LGM)",__label__positive
"Jl. raya narogong, pasar cileungsi, konter HP sumber jaya cell 1&2",__label__positive
"jl kh hasyim ashari, toko samudra ponsel/ AS cellular(mall itc roxy mas lt.dasar no 43)",__label__positive
belakang konter udin cell kalitapen(rt 01 rw 01),__label__positive
"Jl. Husein Sastranegara No.126, RT.001/RW.001, Jurumudi, Benda, Kota Tangerang, Banten 15124(Erafone Rawabokor (Samping Indomaret Bening))",__label__positive
" Mall asia plaza , jln khz mustafa no 326 (lantai GF pushcart mainan Abi Toys (depan zoya))",__label__positive
"Jl Hayam Wuruk RT 03/RW 09, maphar sebelah Mandala BCA (depan mall Paragon)",__label__positive
"Jl. D.I panjaitan no.25, Soklat subang, Rt.19/Rw.13, Kel.Soklat, Kec.Subang ( konter boemy cell soklat )(No 25)",__label__positive
Jl buakana no 2 kopi gadget ,__label__positive
jl H mandor Salim rt 04 rw 02 .. masuk gang samping pucci cell / arifin water.. no rumah HR165,__label__positive
kp.babakan rt 03/04 nmor 48(konter berkah cell ..warna pink),__label__positive
ds gebang dungkul rt04/01 konter bintang cell ,__label__positive
"apotek selecta Farma 2, jln jatiland mall ruko No 2, Gamalama. Ternate Tengah (KOTA) MALUKU UTARA, ID 97721
",__label__positive
jln raya sosok 2 (konter cahaya cell ),__label__positive
"Teras Kota Mall BSD City, Jl.CBD Teras Kota, Lengkong Gudang, Serpong(Celebrity Fitness Lt.1)",__label__positive
tolong dikirim ke mall bekasi hypermall lt 1 no 49 counter je store atau buana jaya cell(rumah ),__label__positive
"Jl. Yos Sudarso, Plaza Laksamana lantai 2, Bengkalis Kota, Bengkalis Regency(Plaza Laksamana Lantai 2, J&S Fashion)",__label__positive
"Outlet Breadtalk Mall Lippo Cikarang, Lantai dasar.",__label__positive
Center Point jl jawa gg buntu no 8(Plaza Harmony),__label__positive
Jl.D.I.Pandjaitan no.18 KM 9 komp. Plaza Bintan Center Tanjung pinang klinik primaskin,__label__positive
"Jalan Raya Sukabumi KM. 17 No. 3, Caringin, Kec. Caringin, Bogor, Jawa Barat 16730(Kirim Saja Ke Conter Handphone 99 Cellular ,Sebrang Dokter 24 Jam.)",__label__positive
jl raya tirtomarto no 122 Global cell ampelgading kab malang 65183,__label__positive
"JM Cell Jl. SM Raja (simpang prtibi) Lk.1 Pasar Gunungtua, Kec. Padang Bolak, Kab. Padang Lawas Utara, Sumatera Utara",__label__positive
di counter buana jaya Cell lt 1 g 11 Mega Bekasi Hypermall,__label__positive
"Hana cell sate, jalan gajah mekar No 1,RT.1/RW.3,gajah Mekar, Kutawaringin No posts 40911(jl pamentasan )",__label__positive
jln raya limpung konter rizki cell blok e no 5,__label__positive
internasional plaza Palembang ( IP mall)(DI LANTAI DASAR TOKO MCA CELL DEKET TOILET),__label__positive
Usupso/USS Mall Ewalk Balikpapan Depan wattson Pintu Barat,__label__positive
"Sinta fashion
gedung artos.depan kincai plaza
",__label__positive
"Plaza Bandarjo Ungaran, Banaran Barat, Bandarjo, Semarang, Central Java(Toko rejeki)",__label__positive
"Bangsalsari, Kalisatan(KCL cell depan gereja bangsalsari)",__label__positive
Jl. Ahmad Yani Mega Mall Pontinak(Yopie salon lantai 1 deretan kfc),__label__positive
Jl. wisnuwardhana no 17 RT 01 RW 07 Candirenggo Singosari  (Ninacell17)(konter nina cell 17 depan lalapan top one samping warung bu riyani sayur),__label__positive
rr cell jl kh subkhi no 13 kauman parakan,__label__positive
Dusun Prayan RT02/02 Free Cell Pucang (belakang balai Desa Pucang),__label__positive
konter Barkah Cell sebrang agen Jne perumnas klender,__label__positive
Usupso Mall ewalk Balikpapan(Depan watsons Pintu barat),__label__positive
Jalan Agung Timur rt 01 rw 35(raffa cell depan greja GKMI mojosongo),__label__positive
xing xing cell Ngemplak depan futsalan (depan futsalan Ngemplak),__label__positive
Jl.Gajah Mada Km6 ( Kos¡±an samping Bayan Cell ),__label__positive
gumawang bk 10 belitang toko buah okta (dekat toko robin cell dan apotek dayna farma),__label__positive
kp.parapatan cijantung rt.05 rw.02(mutiara cell / sebrang RM IHC),__label__positive
"jl. lapangan Megaria podomoro. rumah ibu uli natalia (perawat rumah sakit wisma rini)(masuk gang samping warung barera, dpn counter a one cell (rumah tingkat) sebelum lapangan/sebelum perempatan/sebelum mushola Al barokah)",__label__positive
"Jl.Danau Sunter Utara Blok G7 Kav. 1 No.15 Sunter Mall (Depan pasar DKI,Belakang mall)",__label__positive
"jl. lamerding bebengen boja ,kab.kendal(konter HP medina cell pas perempata  lamarding)",__label__positive
"konter HP Best cell kreo kec. Larangan kota Tangerang, Banten 15155 samping PLN Kreo",__label__positive
"Yakiniku Like Pondok Indah Mall 3, RT.1/RW.16, Pondok Pinang, Kebayoran Lama(lt. 3 food court)",__label__positive
Bank Mega Card Center LT 6 Sebelah Kanan Bagian Phone Verification Jl RS Mata Aini Kav 5-6,__label__positive
Hotel Tarakan Plaza(Jl. Yos Sudarso No 89 Shipping KPUC),__label__positive
"Plaza Andalas, Jalan Belakang Lintas, Olo(plaza andalas lantai 2 elif ponsel)",__label__positive
restoran 369 Shanghai Dumpling & noodle. galaxy mall 2 lantai 4(galaxy mall 2 lantai 4),__label__positive
"Majesti Cell Daya Asri, Jl. Jenderal Sudirman, Daya Murni, Tumijajar ",__label__positive
jl. jend sudirman no 77 SASTA CELL (sebelah indomaret mataram),__label__positive
jalan raya narogong rt003/007(deket konter firman cell gang samping nasgor),__label__positive
"GUARDIAN - Plaza Citra Pekanbaru, Jalan Pepaya, Jadirejo, Pekanbaru City(Lt dasar samping roti o)",__label__positive
belakang konter udin cell kalitapen,__label__positive
erafone ambarukmo plaza lt Lg(plaza ambarukmo),__label__positive
"Jl. Kramat Jaya No. 30 RT 006 rw 007, Tugu Utara, koja, Jakarta Utara(koja trade mall ( toko wahana komunikasi ) lt. 1 blok p6 . nomor 3&5)",__label__positive
jln.budi utomo(toko sahabat Smartphone),__label__positive
"jl. salemba raya no 101, (plaza kenari mas lantai ground blok d no 36, toko master kunci rafes)",__label__positive
"Toko Erafone, Mall Ciputra Tangerang ciakar(lt. 3 deket fun world)",__label__positive
H&M the park mall lt. 1 solobaru ,__label__positive
"Tangerang ,Banten
(toko hp Hera cell .jln Borobudur raya no 110
)",__label__positive
RT. 03 / RW 01 ( toko Liza Cell ) ,__label__positive
Jl jend sudirman no.47 LT LG no.10A MALL EWALK (Store ERAFONE) BSB (LT LG tenant ERAFONE ),__label__positive
"Erafone store jl a Yani cilacap(toko hp ( deretan Alfamart )
)",__label__positive
https://www.google.co.id/search?client=safari&channel=iphone_bm&output=search&q=Pesantren+Tahfizh+Daarul+Qur%27an&ludocid=4546497758904005802&lsig=AB86z5VXm16F2NyC1KWI2hFijuKf&sa=X&ved=2ahUKEwiW3eONt-ryAhXvIbcAHdmXBOIQgxowEHoECBkQBw&biw=414&bih=829&dpr=2#,__label__positive
toko bej cell simpur center(lt dasar toko bej),__label__positive
bursa mobil sumarecon plaza auto blok a no 7(blok a no 7 sebrang rs bethsaida),__label__positive
Jalan jendral sudirman Mall ratu plaza lantai 3 no.25 Toko macstore(mall ratu plaza lantai 3 no.25 toko macstore),__label__positive
jl Rs fatmawati Gedung ITC FATMAWATI(lantai 1 no 96 toko SMIGGLE),__label__positive
jl.Jend.ahmad yani mall green Pramuka square (lantai UG),__label__positive
"Plaza walpaper , jalan setia budi no.209",__label__positive
Banjar Bucu Desa Paksebali(Ippan Cell Jalan Rama no 99),__label__positive
jl . letnan Arsyad selatan rt01 RW25 no 16 fajar Cell ,__label__positive
jl gatot subroto ruko a1 a2 (erafone) sebrang indogrosir(erafone jatiuwung),__label__positive
pasar atom mall lt4 fs3031 TOKO YUAN MARKET(YUAN MARKET),__label__positive
Jl Perumnas Antang Raya Blok 4 No 97 (Arunika Phone),__label__positive
"komplek pertokoan bajuin plaza lantai dasar(ujung), Mahkota Cellular, 70815(toko paling ujung)",__label__positive
"perum, gunung Galunggung, jambon cell (perum gunung Galunggung dpan taman)",__label__positive
"BCA KCU ALAM SUTERA, jl alam sutera boulevard no 10 A(Depan mall living world (azis cso) titip security aja)",__label__positive
sebrang mall graha cijantung gg hj jusin msk dlm ada gg maju rt 07/01 patokan salon gita sebelah kiri pintu putih no 9A,__label__positive
KFC Duta Mall Banjarmasin. Jl. A.Yani Km.2 komplek gedung Duta Mall Banjarmasin Lantai 1(KFC Duta Mall Banjarmasin),__label__positive
"RS Siloam Bekasi Timur
jl. Chairil Anwar Blu Plaza No.27, Bekasi Timur, Jawa Barat",__label__positive
Eiger Store Magelang Jl. Tentara Pelajar No. 6 Kota Magelang (Depan Skylight Plaza) ,__label__positive
gandaria city mall lantai ground toko innisfree(toko innisfree lantai G),__label__positive
"Toko Unggul Cell Dusun Randu RT 12/RW 02 Cibuyur,Warungpring,Pemalang,Jateng",__label__positive
"Jl. Walesdadi Sulipto, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281(Kost Parkir Harapan kamar nomor 2 barat Plaza Ambarukmo )",__label__positive
"Jl. Zainul Arifin, Mall Sun Plaza toko Apex Internasional lantai LG,Blok 18b",__label__positive
"Jalan Pajang No.1, Dampit, Dampit (Konter 57 Cell Selatan Dwijaya kopi dampit), KAB. MALANG, DAMPIT, JAWA TIMUR, ID, 65181",__label__positive
